PropertyID,PropertyType,TenureType,GFASqm,Region,AgeOfPropertyYears,MRTProximity,TenantMix,BuildingGrade,GreenMarkCertified,FloorToCeilingHeightM,ExistingLeaseTermRemainingYears,OccupancyRatePct,MonthlyRentPerSqmSGD,NOI_SGD,CapRatePct,ValuationSGD,PricePerSqmSGD,ValuationMethodology,ValuationDate
SG-COM-92F8E3,Industrial/Warehouse,99-year Leasehold,1965.5,Outside Central Region,0,400m-800m,Logistics/warehousing,Basic,False,6.0,3,99.4,17.03,319407.65,7.02,4549967.0,2314.92,Comparable Sales Approach (cross-checked with Income Capitalization),2026-04-24T19:29:14.513364+08:00
SG-COM-POSREF,Retail/Shop,99-year Leasehold,591.7,Core Central Region,29,400m-800m,F&B anchor,Prime,True,3.4,8,92.0,216.42,1130988.07,3.86,29300209.0,49518.69,Income Capitalization Approach,2025-01-06T01:59:32.513364+08:00
SG-COM-0ZOQN4,Retail/Shop,999-year Leasehold,672.9,Rest of Central Region,27,>800m,F&B anchor,Basic,True,3.8,3,83.8,84.85,459322.4,4.71,9752068.0,14492.6,Income Capitalization Approach,2025-12-20T04:34:15.513364+08:00
SG-COM-CXLGFO,Office,99-year Leasehold,10034.4,Outside Central Region,11,400m-800m,Single major tenant (MNC),Grade B,True,4.0,5,92.2,39.45,3503810.19,4.65,75350757.0,7509.24,Income Capitalization Approach,2026-03-11T13:53:58.513364+08:00
SG-COM-FYL4FM,Office,60-year Leasehold,1906.2,Outside Central Region,3,>800m,Multi-tenanted corporates,Grade B,True,3.3,7,87.8,43.34,696342.85,4.55,15304238.0,8028.66,Income Capitalization Approach,2025-07-05T00:12:33.513364+08:00
SG-COM-NYKGO6,Office,99-year Leasehold,755.1,Rest of Central Region,30,Within 400m,Multi-tenanted corporates,Grade C,False,2.6,5,76.4,40.93,226678.75,4.28,5296232.0,7013.95,Income Capitalization Approach,2025-07-29T22:04:30.513364+08:00
SG-COM-3U911O,Retail/Shop,99-year Leasehold,369.7,Outside Central Region,12,400m-800m,Fashion & lifestyle mix,Standard,True,4.0,2,97.8,55.87,193926.97,5.37,3611303.0,9768.2,Income Capitalization Approach,2025-12-04T21:07:58.513364+08:00
SG-COM-R77ZDF,Business Park/Mixed-Use,99-year Leasehold,3105.3,Rest of Central Region,2,400m-800m,Tech/R&D tenants,Basic,True,6.0,4,87.8,39.15,1024710.25,5.27,19444217.0,6261.62,Income Capitalization Approach,2025-08-20T08:14:30.513364+08:00
SG-COM-QTWJ24,Retail/Shop,Freehold,291.7,Outside Central Region,0,>800m,F&B anchor,Basic,True,3.6,4,86.4,66.5,160895.19,5.75,2798177.0,9592.65,Income Capitalization Approach,2024-11-23T09:23:44.513364+08:00
SG-COM-H2FR5K,Office,99-year Leasehold,665.5,Outside Central Region,8,>800m,Multi-tenanted corporates,Grade A,True,3.4,7,87.6,40.09,224367.24,4.57,4909568.0,7377.26,Income Capitalization Approach,2025-03-23T10:21:57.513364+08:00
SG-COM-Y4R4WS,Office,60-year Leasehold,1157.7,Core Central Region,9,Within 400m,Single major tenant (MNC),Grade A,True,3.6,1,96.4,88.12,944101.72,3.67,25724843.0,22220.65,Income Capitalization Approach,2024-10-20T19:16:50.513364+08:00
SG-COM-EZLK7M,Office,Freehold,2461.3,Outside Central Region,23,>800m,Single major tenant (MNC),Grade C,False,3.4,1,98.9,34.88,815095.61,4.52,18033089.0,7326.65,Income Capitalization Approach,2026-07-18T12:22:55.513364+08:00
SG-COM-M7K0SC,Industrial/Warehouse,60-year Leasehold,4304.6,Rest of Central Region,5,Within 400m,Logistics/warehousing,Standard,False,9.2,4,86.7,23.48,841242.54,6.15,13678740.0,3177.7,Comparable Sales Approach (cross-checked with Income Capitalization),2026-06-01T23:56:29.513364+08:00
SG-COM-UQ0OII,Retail/Shop,99-year Leasehold,377.8,Outside Central Region,26,400m-800m,Convenience/neighbourhood retail,Prime,True,4.2,8,88.0,82.35,262832.74,5.04,5214935.0,13803.43,Income Capitalization Approach,2026-09-02T21:29:13.513364+08:00
SG-COM-T9QE3L,Industrial/Warehouse,99-year Leasehold,527.8,Rest of Central Region,32,400m-800m,Logistics/warehousing,Standard,True,8.7,1,93.4,18.94,89632.9,6.09,1471805.0,2788.57,Comparable Sales Approach (cross-checked with Income Capitalization),2025-11-06T19:07:05.513364+08:00
SG-COM-P4DEHN,Industrial/Warehouse,60-year Leasehold,944.4,Rest of Central Region,26,Within 400m,Logistics/warehousing,Prime,False,8.9,10,99.0,22.62,203027.57,6.44,3152602.0,3338.21,Comparable Sales Approach (cross-checked with Income Capitalization),2025-08-07T08:25:53.513364+08:00
SG-COM-4W1MOO,Office,999-year Leasehold,349.2,Outside Central Region,14,>800m,SME mixed tenants,Grade B,False,3.6,6,95.0,38.08,121273.53,4.59,2642125.0,7566.22,Income Capitalization Approach,2026-07-26T05:37:03.513364+08:00
SG-COM-ETL8Y5,Retail/Shop,Freehold,89.5,Core Central Region,0,>800m,F&B anchor,Prime,True,2.8,9,90.0,278.54,215389.41,4.04,5331421.0,59568.95,Income Capitalization Approach,2025-11-20T21:07:40.513364+08:00
SG-COM-HEPUUX,Business Park/Mixed-Use,999-year Leasehold,2599.8,Core Central Region,15,Within 400m,Tech/R&D tenants,Basic,False,3.2,5,87.3,62.85,1369401.18,4.73,28951399.0,11136.01,Income Capitalization Approach,2026-08-02T13:18:11.513364+08:00
SG-COM-3LKJNV,Retail/Shop,99-year Leasehold,194.6,Rest of Central Region,21,Within 400m,Fashion & lifestyle mix,Basic,True,4.1,9,93.8,97.23,170379.44,4.21,4047018.0,20796.6,Income Capitalization Approach,2025-09-30T04:01:31.513364+08:00
SG-COM-2OP6MF,Office,Freehold,1013.5,Rest of Central Region,13,Within 400m,Single major tenant (MNC),Grade C,False,3.3,8,87.4,56.88,483688.77,4.21,11489044.0,11336.01,Income Capitalization Approach,2025-08-17T19:57:48.513364+08:00
SG-COM-MBN636,Business Park/Mixed-Use,60-year Leasehold,1721.4,Outside Central Region,6,Within 400m,Mixed office-industrial,Prime,True,6.3,10,93.5,31.94,493514.09,6.05,8157258.0,4738.73,Income Capitalization Approach,2025-11-02T20:36:51.513364+08:00
SG-COM-KP41G4,Industrial/Warehouse,Freehold,3176.7,Outside Central Region,15,400m-800m,Light manufacturing,Standard,True,9.4,1,93.3,13.9,395497.63,6.57,6019751.0,1894.97,Comparable Sales Approach (cross-checked with Income Capitalization),2025-05-13T19:41:59.513364+08:00
SG-COM-DJTX20,Retail/Shop,Freehold,207.5,Outside Central Region,9,>800m,Fashion & lifestyle mix,Standard,False,4.1,3,83.1,78.22,129481.63,5.42,2388960.0,11513.06,Income Capitalization Approach,2026-07-17T23:39:17.513364+08:00
SG-COM-KMZ858,Retail/Shop,99-year Leasehold,267.5,Rest of Central Region,21,Within 400m,Fashion & lifestyle mix,Standard,True,2.7,5,84.9,114.0,248546.45,4.95,5021140.0,18770.62,Income Capitalization Approach,2025-10-17T22:24:19.513364+08:00
SG-COM-YR1C77,Office,999-year Leasehold,1507.9,Rest of Central Region,12,Within 400m,Single major tenant (MNC),Grade A,True,2.8,5,62.4,60.69,548208.17,3.9,14056620.0,9321.98,Income Capitalization Approach,2025-04-07T04:08:51.513364+08:00
SG-COM-SSTEH0,Industrial/Warehouse,60-year Leasehold,2480.8,Rest of Central Region,21,400m-800m,Data centre/specialized use,Prime,True,7.9,10,93.5,27.89,621045.06,6.72,9241742.0,3725.31,Comparable Sales Approach (cross-checked with Income Capitalization),2025-02-25T01:13:32.513364+08:00
SG-COM-BYKFVJ,Retail/Shop,99-year Leasehold,160.5,Core Central Region,6,400m-800m,Fashion & lifestyle mix,Prime,True,2.8,4,83.3,277.46,356116.14,3.98,8947642.0,55748.55,Income Capitalization Approach,2025-03-06T22:55:06.513364+08:00
SG-COM-Q5Z8OO,Office,99-year Leasehold,5424.8,Outside Central Region,8,>800m,Multi-tenanted corporates,Grade B,True,3.2,5,96.0,36.8,1839814.41,5.07,36288253.0,6689.33,Income Capitalization Approach,2026-03-24T06:05:57.513364+08:00
SG-COM-YE4MQS,Industrial/Warehouse,99-year Leasehold,5103.6,Rest of Central Region,27,400m-800m,Data centre/specialized use,Standard,False,9.7,6,79.0,21.93,848816.05,6.04,14053246.0,2753.59,Comparable Sales Approach (cross-checked with Income Capitalization),2026-06-24T19:38:54.513364+08:00
SG-COM-CKFWZA,Business Park/Mixed-Use,99-year Leasehold,4472.1,Core Central Region,16,Within 400m,Tech/R&D tenants,Standard,True,4.7,10,69.4,74.68,2225084.55,4.42,50341279.0,11256.74,Income Capitalization Approach,2026-08-13T22:14:10.513364+08:00
SG-COM-A3M4X2,Industrial/Warehouse,999-year Leasehold,7908.0,Outside Central Region,39,>800m,Data centre/specialized use,Standard,False,6.0,9,83.6,18.58,1179206.54,6.52,18085990.0,2287.05,Comparable Sales Approach (cross-checked with Income Capitalization),2025-12-23T10:21:20.513364+08:00
SG-COM-NK0WUN,Office,99-year Leasehold,7154.8,Rest of Central Region,16,Within 400m,SME mixed tenants,Grade C,True,3.6,6,94.5,47.39,3076006.5,4.27,72037623.0,10068.43,Income Capitalization Approach,2025-10-01T04:33:58.513364+08:00
SG-COM-WO6ZO4,Office,Freehold,1189.8,Core Central Region,18,400m-800m,Single major tenant (MNC),Grade B,True,3.5,5,68.8,94.49,742539.37,3.39,21903816.0,18409.66,Income Capitalization Approach,2026-07-12T15:36:08.513364+08:00
SG-COM-C3OI3X,Business Park/Mixed-Use,99-year Leasehold,6821.6,Outside Central Region,19,400m-800m,Corporate campus (single user),Standard,False,3.0,9,98.2,32.51,2090672.18,5.67,36872525.0,5405.26,Income Capitalization Approach,2025-05-11T03:14:24.513364+08:00
SG-COM-CJQW3N,Business Park/Mixed-Use,Freehold,3704.1,Rest of Central Region,5,400m-800m,Tech/R&D tenants,Basic,False,6.0,6,86.8,36.62,1130295.51,5.15,21947486.0,5925.19,Income Capitalization Approach,2025-06-28T10:14:34.513364+08:00
SG-COM-32N77K,Retail/Shop,999-year Leasehold,137.1,Outside Central Region,16,>800m,Fashion & lifestyle mix,Standard,True,3.1,1,87.5,50.26,57881.43,5.27,1098319.0,8011.08,Income Capitalization Approach,2026-02-06T13:23:23.513364+08:00
SG-COM-U5T02U,Retail/Shop,Freehold,75.3,Outside Central Region,0,400m-800m,F&B anchor,Standard,True,3.8,10,94.2,38.28,26066.88,5.56,468829.0,6226.15,Income Capitalization Approach,2024-09-26T04:08:46.513364+08:00
SG-COM-MS3L4H,Retail/Shop,99-year Leasehold,382.1,Core Central Region,16,400m-800m,Fashion & lifestyle mix,Prime,True,2.7,3,88.6,192.16,624518.03,3.65,17110083.0,44779.07,Income Capitalization Approach,2025-02-27T21:27:52.513364+08:00
SG-COM-QD4ZEI,Retail/Shop,Freehold,90.3,Core Central Region,16,400m-800m,Fashion & lifestyle mix,Standard,True,3.7,6,72.0,305.43,190635.23,3.77,5056637.0,55998.19,Income Capitalization Approach,2026-08-15T15:57:10.513364+08:00
SG-COM-TRE6QY,Office,99-year Leasehold,494.0,Rest of Central Region,12,Within 400m,Single major tenant (MNC),Grade B,True,2.6,4,97.9,50.13,232744.05,4.45,5230203.0,10587.46,Income Capitalization Approach,2026-08-29T11:51:08.513364+08:00
SG-COM-1GM01H,Office,Freehold,1519.5,Outside Central Region,19,400m-800m,Single major tenant (MNC),Grade C,True,3.6,1,98.0,36.28,518639.14,4.55,11398662.0,7501.59,Income Capitalization Approach,2026-04-18T05:48:57.513364+08:00
SG-COM-L2MCRF,Office,99-year Leasehold,1569.3,Rest of Central Region,18,Within 400m,SME mixed tenants,Grade C,True,2.9,1,84.5,63.32,806073.83,4.18,19284063.0,12288.32,Income Capitalization Approach,2024-10-31T09:15:21.513364+08:00
SG-COM-V7DKUF,Industrial/Warehouse,99-year Leasehold,8277.7,Outside Central Region,15,>800m,Logistics/warehousing,Basic,True,9.5,9,99.2,12.42,979070.99,7.33,13357039.0,1613.62,Comparable Sales Approach (cross-checked with Income Capitalization),2025-02-27T12:30:58.513364+08:00
SG-COM-THWM74,Office,60-year Leasehold,3895.3,Rest of Central Region,17,400m-800m,SME mixed tenants,Grade C,True,3.0,1,84.4,58.27,1839075.71,4.23,43476967.0,11161.39,Income Capitalization Approach,2024-11-14T13:49:13.513364+08:00
SG-COM-9F8AH5,Office,99-year Leasehold,898.5,Rest of Central Region,11,400m-800m,Single major tenant (MNC),Grade B,True,3.0,5,100.0,54.05,466213.68,4.18,11153437.0,12413.4,Income Capitalization Approach,2025-06-02T06:16:37.513364+08:00
SG-COM-5K4CMA,Retail/Shop,99-year Leasehold,601.6,Core Central Region,23,400m-800m,F&B anchor,Standard,True,3.8,2,77.0,306.26,1361946.55,3.95,34479659.0,57313.26,Income Capitalization Approach,2025-03-17T05:37:04.513364+08:00
SG-COM-S6WSHV,Office,99-year Leasehold,550.0,Core Central Region,11,Within 400m,Single major tenant (MNC),Grade C,True,3.8,8,87.8,92.57,429139.71,3.3,13004234.0,23644.06,Income Capitalization Approach,2024-12-20T11:01:03.513364+08:00
SG-COM-LWESR1,Office,99-year Leasehold,1325.5,Rest of Central Region,17,Within 400m,Multi-tenanted corporates,Grade B,True,2.6,2,85.6,53.88,586884.06,3.93,14933437.0,11266.27,Income Capitalization Approach,2026-07-18T03:33:55.513364+08:00
SG-COM-66MXX4,Retail/Shop,Freehold,350.4,Rest of Central Region,11,>800m,F&B anchor,Prime,False,4.6,8,85.2,161.61,463172.92,4.32,10721595.0,30598.16,Income Capitalization Approach,2026-04-18T08:08:10.513364+08:00
SG-COM-3A2R8V,Retail/Shop,60-year Leasehold,549.6,Outside Central Region,19,400m-800m,Fashion & lifestyle mix,Standard,True,4.4,7,96.6,50.29,256316.59,5.32,4817981.0,8766.34,Income Capitalization Approach,2024-10-24T23:11:49.513364+08:00
SG-COM-NH8FDE,Retail/Shop,99-year Leasehold,132.5,Core Central Region,12,Within 400m,Convenience/neighbourhood retail,Basic,False,3.2,4,83.0,182.18,192338.36,3.99,4820510.0,36381.21,Income Capitalization Approach,2025-08-30T19:01:33.513364+08:00
SG-COM-TKU3KA,Business Park/Mixed-Use,Freehold,1986.1,Outside Central Region,4,>800m,Tech/R&D tenants,Prime,False,5.4,7,93.1,42.7,757966.31,6.02,12590802.0,6339.46,Income Capitalization Approach,2025-11-29T21:06:01.513364+08:00
SG-COM-MV0C5V,Office,60-year Leasehold,986.2,Core Central Region,3,>800m,SME mixed tenants,Grade C,False,2.9,10,95.8,79.66,722506.97,3.1,23306676.0,23632.81,Income Capitalization Approach,2025-09-23T13:45:35.513364+08:00
SG-COM-RJ8FQQ,Business Park/Mixed-Use,999-year Leasehold,1000.0,Outside Central Region,26,400m-800m,Mixed office-industrial,Standard,True,4.1,2,70.7,31.06,210810.43,5.76,3659903.0,3659.9,Income Capitalization Approach,2025-09-04T20:43:13.513364+08:00
SG-COM-TI7NZW,Business Park/Mixed-Use,60-year Leasehold,9528.8,Core Central Region,13,400m-800m,Mixed office-industrial,Standard,False,4.7,7,85.3,67.87,5295857.92,4.11,128852991.0,13522.48,Income Capitalization Approach,2026-02-07T21:48:13.513364+08:00
SG-COM-H7QWXS,Industrial/Warehouse,99-year Leasehold,11920.2,Outside Central Region,36,>800m,Light manufacturing,Prime,False,9.4,9,81.4,15.25,1420525.47,7.28,19512712.0,1636.95,Comparable Sales Approach (cross-checked with Income Capitalization),2025-08-09T10:37:35.513364+08:00
SG-COM-WU0Q3U,Retail/Shop,99-year Leasehold,1201.1,Core Central Region,21,Within 400m,Convenience/neighbourhood retail,Standard,True,3.1,2,81.3,267.58,2508387.31,3.83,65493141.0,54527.63,Income Capitalization Approach,2025-05-31T17:14:12.513364+08:00
SG-COM-9UVRO2,Retail/Shop,Freehold,1596.8,Core Central Region,20,400m-800m,Fashion & lifestyle mix,Prime,False,4.2,4,63.4,275.99,2682281.54,3.96,67734382.0,42418.83,Income Capitalization Approach,2025-02-22T18:20:02.513364+08:00
SG-COM-WO3DCX,Retail/Shop,Freehold,277.0,Rest of Central Region,25,400m-800m,Fashion & lifestyle mix,Standard,False,4.3,1,87.1,130.39,302004.52,5.0,6040090.0,21805.38,Income Capitalization Approach,2026-02-20T16:20:41.513364+08:00
SG-COM-Q2X2JJ,Industrial/Warehouse,Freehold,15076.0,Rest of Central Region,27,>800m,Logistics/warehousing,Standard,False,12.1,1,80.3,18.91,2197679.9,6.31,34828525.0,2310.2,Comparable Sales Approach (cross-checked with Income Capitalization),2026-08-23T14:44:33.513364+08:00
SG-COM-JXY9HD,Office,99-year Leasehold,963.0,Rest of Central Region,40,>800m,SME mixed tenants,Grade B,False,3.3,2,93.8,59.06,512146.02,4.25,12050495.0,12513.49,Income Capitalization Approach,2025-11-30T03:07:22.513364+08:00
SG-COM-8SNK52,Business Park/Mixed-Use,Freehold,2637.7,Rest of Central Region,15,400m-800m,Tech/R&D tenants,Standard,False,5.6,10,97.8,54.5,1349683.66,5.2,25955455.0,9840.18,Income Capitalization Approach,2024-10-28T00:06:06.513364+08:00
SG-COM-GL503F,Retail/Shop,99-year Leasehold,370.5,Outside Central Region,4,Within 400m,Fashion & lifestyle mix,Standard,True,3.8,6,80.1,79.16,225526.59,5.75,3922202.0,10586.24,Income Capitalization Approach,2026-05-21T15:45:17.513364+08:00
SG-COM-UCQDJJ,Industrial/Warehouse,999-year Leasehold,1709.2,Rest of Central Region,9,400m-800m,Light manufacturing,Standard,False,9.6,5,80.6,16.3,215569.23,6.68,3227084.0,1888.07,Comparable Sales Approach (cross-checked with Income Capitalization),2026-01-08T22:48:05.513364+08:00
SG-COM-G4NF9B,Retail/Shop,99-year Leasehold,267.7,Rest of Central Region,15,Within 400m,Fashion & lifestyle mix,Basic,False,2.8,2,84.4,81.33,176405.78,4.44,3973103.0,14841.62,Income Capitalization Approach,2025-03-04T00:15:48.513364+08:00
SG-COM-F4QNKV,Office,Freehold,613.1,Outside Central Region,0,Within 400m,Multi-tenanted corporates,Grade C,True,3.1,7,91.0,31.46,168501.07,4.95,3404062.0,5552.21,Income Capitalization Approach,2024-09-20T10:59:54.513364+08:00
SG-COM-MD86GS,Retail/Shop,Freehold,605.4,Outside Central Region,19,400m-800m,Fashion & lifestyle mix,Standard,True,3.5,5,86.8,73.31,369825.28,5.56,6651534.0,10987.01,Income Capitalization Approach,2026-01-15T17:57:22.513364+08:00
SG-COM-QDOWDN,Retail/Shop,99-year Leasehold,509.9,Rest of Central Region,34,Within 400m,F&B anchor,Prime,False,3.2,3,79.7,168.83,658664.39,4.78,13779590.0,27024.1,Income Capitalization Approach,2026-02-27T16:11:58.513364+08:00
SG-COM-JMWO1S,Retail/Shop,Freehold,65.3,Rest of Central Region,36,400m-800m,F&B anchor,Prime,False,2.8,3,76.1,112.64,53735.55,4.85,1107949.0,16967.06,Income Capitalization Approach,2025-04-06T05:15:05.513364+08:00
SG-COM-YW3F91,Office,60-year Leasehold,432.7,Core Central Region,9,Within 400m,Single major tenant (MNC),Grade C,False,3.1,6,94.6,84.48,331973.31,3.07,10813463.0,24990.67,Income Capitalization Approach,2026-07-11T11:46:37.513364+08:00
SG-COM-HAAZPG,Office,99-year Leasehold,2320.0,Rest of Central Region,19,>800m,SME mixed tenants,Grade C,False,3.5,1,97.3,60.71,1315625.53,4.26,30883228.0,13311.74,Income Capitalization Approach,2025-03-16T06:53:52.513364+08:00
SG-COM-LQBUBX,Retail/Shop,99-year Leasehold,139.6,Rest of Central Region,2,400m-800m,Convenience/neighbourhood retail,Standard,True,3.7,8,88.6,89.98,106840.61,4.23,2525783.0,18093.0,Income Capitalization Approach,2025-05-18T18:43:46.513364+08:00
SG-COM-C2JSN5,Retail/Shop,999-year Leasehold,370.3,Outside Central Region,10,>800m,Fashion & lifestyle mix,Prime,False,3.0,5,71.2,75.54,191197.37,5.6,3414239.0,9220.2,Income Capitalization Approach,2025-12-18T13:17:52.513364+08:00
SG-COM-28Z9IL,Business Park/Mixed-Use,99-year Leasehold,7520.6,Outside Central Region,1,Within 400m,Mixed office-industrial,Basic,True,5.9,2,71.9,25.05,1300350.25,5.67,22933867.0,3049.47,Income Capitalization Approach,2026-04-05T00:58:02.513364+08:00
SG-COM-3BGZOJ,Office,99-year Leasehold,1698.7,Core Central Region,21,Within 400m,Multi-tenanted corporates,Grade A,False,2.6,3,98.6,101.97,1639597.52,3.41,48082039.0,28305.2,Income Capitalization Approach,2026-02-15T16:36:22.513364+08:00
SG-COM-K1RAS1,Office,Freehold,649.9,Core Central Region,6,400m-800m,Single major tenant (MNC),Grade A,True,2.8,1,91.9,83.88,480940.89,3.5,13741168.0,21143.51,Income Capitalization Approach,2026-04-22T16:44:47.513364+08:00
SG-COM-FCW5CX,Office,60-year Leasehold,2801.6,Rest of Central Region,8,Within 400m,Multi-tenanted corporates,Grade B,True,4.2,5,89.9,57.9,1399959.97,4.11,34062286.0,12158.15,Income Capitalization Approach,2025-03-27T00:51:31.513364+08:00
SG-COM-2FJSVS,Retail/Shop,Freehold,502.2,Rest of Central Region,0,>800m,Convenience/neighbourhood retail,Standard,False,4.9,5,80.4,115.83,448977.98,4.27,10514707.0,20937.29,Income Capitalization Approach,2026-08-03T17:47:47.513364+08:00
SG-COM-G5PTTT,Retail/Shop,60-year Leasehold,304.7,Rest of Central Region,38,>800m,F&B anchor,Standard,False,2.9,6,96.2,98.41,276922.34,4.49,6167535.0,20241.34,Income Capitalization Approach,2026-03-17T09:44:07.513364+08:00
SG-COM-KLE0LB,Retail/Shop,99-year Leasehold,69.6,Outside Central Region,19,>800m,Convenience/neighbourhood retail,Standard,True,2.7,10,93.2,62.57,38963.91,5.6,695784.0,9996.9,Income Capitalization Approach,2026-02-18T11:03:29.513364+08:00
SG-COM-B8PVT4,Business Park/Mixed-Use,Freehold,9408.1,Rest of Central Region,3,Within 400m,Corporate campus (single user),Standard,True,4.3,5,99.1,43.83,3922999.77,4.92,79735768.0,8475.23,Income Capitalization Approach,2025-12-04T06:31:41.513364+08:00
SG-COM-529HQK,Office,99-year Leasehold,255.1,Outside Central Region,14,400m-800m,Multi-tenanted corporates,Grade A,False,2.7,10,82.4,36.86,74381.38,4.85,1533637.0,6011.91,Income Capitalization Approach,2025-11-14T18:52:06.513364+08:00
SG-COM-3K2IYA,Industrial/Warehouse,99-year Leasehold,20000.0,Rest of Central Region,13,Within 400m,Light manufacturing,Prime,False,6.0,4,67.1,26.75,3446256.0,6.53,52775743.0,2638.79,Comparable Sales Approach (cross-checked with Income Capitalization),2024-10-10T02:05:10.513364+08:00
SG-COM-23UTQV,Office,60-year Leasehold,927.8,Core Central Region,2,Within 400m,SME mixed tenants,Grade A,True,3.1,1,89.7,105.3,841291.33,3.12,26964466.0,29062.8,Income Capitalization Approach,2025-05-04T13:20:02.513364+08:00
SG-COM-URSEQP,Office,Freehold,1625.9,Rest of Central Region,3,>800m,SME mixed tenants,Grade A,True,2.9,4,75.8,55.07,651552.4,4.42,14741005.0,9066.37,Income Capitalization Approach,2026-05-30T04:21:57.513364+08:00
SG-COM-6K862Z,Retail/Shop,99-year Leasehold,422.1,Outside Central Region,22,400m-800m,F&B anchor,Standard,False,3.6,2,89.3,67.49,244217.89,5.7,4284524.0,10150.5,Income Capitalization Approach,2025-02-03T19:58:29.513364+08:00
SG-COM-LF2Z3T,Office,Freehold,3630.3,Rest of Central Region,22,>800m,Multi-tenanted corporates,Grade B,True,2.6,2,93.3,71.18,2314479.7,4.49,51547432.0,14199.22,Income Capitalization Approach,2025-09-28T02:34:56.513364+08:00
SG-COM-6CDCLF,Retail/Shop,Freehold,1164.3,Rest of Central Region,13,>800m,F&B anchor,Standard,True,4.4,6,84.3,100.05,942715.83,4.88,19317947.0,16591.9,Income Capitalization Approach,2025-03-04T15:35:17.513364+08:00
SG-COM-B3F3XV,Industrial/Warehouse,99-year Leasehold,20000.0,Rest of Central Region,35,>800m,Logistics/warehousing,Standard,True,8.1,6,97.0,15.77,2937004.8,6.18,47524350.0,2376.22,Comparable Sales Approach (cross-checked with Income Capitalization),2024-09-11T15:52:23.513364+08:00
SG-COM-EAFL8O,Industrial/Warehouse,99-year Leasehold,663.5,Outside Central Region,37,>800m,Light manufacturing,Standard,False,8.1,7,93.9,17.65,105565.61,7.19,1468228.0,2212.85,Comparable Sales Approach (cross-checked with Income Capitalization),2026-07-21T21:17:24.513364+08:00
SG-COM-IKMU3C,Retail/Shop,99-year Leasehold,50.0,Outside Central Region,16,400m-800m,Convenience/neighbourhood retail,Standard,True,3.6,3,81.3,47.72,18622.25,5.16,360896.0,7217.92,Income Capitalization Approach,2025-09-22T07:53:52.513364+08:00
SG-COM-1ALVDJ,Retail/Shop,60-year Leasehold,573.3,Rest of Central Region,27,400m-800m,Convenience/neighbourhood retail,Basic,False,3.2,1,85.2,123.33,578311.06,4.77,12123922.0,21147.61,Income Capitalization Approach,2026-07-16T18:24:55.513364+08:00
SG-COM-WYC1OV,Retail/Shop,99-year Leasehold,1171.1,Core Central Region,6,Within 400m,Convenience/neighbourhood retail,Standard,False,2.9,5,92.0,161.41,1669488.68,3.72,44878728.0,38321.86,Income Capitalization Approach,2026-08-19T16:34:05.513364+08:00
SG-COM-H91XG1,Office,99-year Leasehold,812.4,Rest of Central Region,21,Within 400m,Single major tenant (MNC),Grade B,True,2.7,4,98.1,56.19,429901.72,4.15,10359078.0,12751.2,Income Capitalization Approach,2025-02-21T02:56:33.513364+08:00
SG-COM-NXX24O,Office,99-year Leasehold,3683.6,Rest of Central Region,14,>800m,SME mixed tenants,Grade B,False,2.7,7,80.7,61.62,1758486.04,4.23,41571774.0,11285.64,Income Capitalization Approach,2024-10-20T01:08:16.513364+08:00
SG-COM-CPOMRU,Industrial/Warehouse,Freehold,1354.6,Outside Central Region,19,>800m,Data centre/specialized use,Prime,True,8.8,5,98.8,21.15,271737.53,6.88,3949673.0,2915.75,Comparable Sales Approach (cross-checked with Income Capitalization),2024-09-25T16:05:27.513364+08:00
SG-COM-WNW9XV,Business Park/Mixed-Use,99-year Leasehold,5232.1,Rest of Central Region,11,400m-800m,Corporate campus (single user),Standard,True,6.1,7,92.1,49.16,2274148.25,5.2,43733620.0,8358.71,Income Capitalization Approach,2024-10-15T15:02:23.513364+08:00
SG-COM-KMBSC2,Office,99-year Leasehold,745.0,Outside Central Region,21,>800m,SME mixed tenants,Grade A,True,3.4,5,99.4,51.4,365407.12,5.14,7109088.0,9542.4,Income Capitalization Approach,2026-03-07T19:52:48.513364+08:00
SG-COM-83FWPA,Retail/Shop,99-year Leasehold,575.3,Outside Central Region,5,>800m,Fashion & lifestyle mix,Standard,False,2.7,10,85.4,47.1,222149.01,5.24,4239485.0,7369.17,Income Capitalization Approach,2025-02-22T23:08:19.513364+08:00
SG-COM-Z5Q6B5,Industrial/Warehouse,99-year Leasehold,3498.8,Outside Central Region,33,>800m,Light manufacturing,Basic,False,8.3,3,96.8,11.46,372606.41,6.55,5688647.0,1625.89,Comparable Sales Approach (cross-checked with Income Capitalization),2025-08-25T02:19:26.513364+08:00
SG-COM-YYSAQ8,Industrial/Warehouse,99-year Leasehold,3078.1,Outside Central Region,24,400m-800m,Data centre/specialized use,Prime,False,9.1,8,83.9,16.74,415022.24,7.43,5585764.0,1814.68,Comparable Sales Approach (cross-checked with Income Capitalization),2025-05-26T03:19:48.513364+08:00
SG-COM-QCRFPW,Retail/Shop,Freehold,253.5,Outside Central Region,14,Within 400m,Convenience/neighbourhood retail,Standard,True,3.1,5,89.9,58.76,128555.5,5.04,2550704.0,10061.95,Income Capitalization Approach,2025-02-06T21:56:32.513364+08:00
